,tweet,labels
9320,"menu nya banyaak , sosis bratwurst nya enak sekali , potato nya juga enak , over all enak deh . tempat nya nyaman banget , cuma parkir nya saja kecil . buat harga tidak akan bohong sama rasanya . serius wajib mencoba !",1
11239,"letak nya yang strategis membuat tempat ini mudah dikunjungi dan tidak sepi pengunjung . berada di jalan juanda , dago , bandung dapat dijangkau dengan kendaraan umum atau pribadi . ada beberapa menu yang ditawarkan salah satu nya ramen dengan cita rasa tom yum . hmmm bagi anda yang baru pertamakali menikmati ramen ini salah satu yang direkomaendasikan karena rasa ikan nya tidak begitu kental . oh ya harga nya juga terjangkau , cocok .",1
12738,anak jiran aku umur 3 tahun bagitau 'bf ko gay kak sbb tu dia dah taknak pegang tetek ko laangsung' hahahahahaah ,1
8025,"mi mewek terletak di jalan pajajaran no 1a , bandung . dekat dengan area bandung electronic center , pusat penjualan gadget di kota bandung . di sini kita bisa menikmati kuliner khas bandung berupa makanan dengan cita rasa pedas . mi nangis akan membuat kita sebagai penikmat nya benar-benar menangis , karena kepedesan sekaligus ketagihan untuk datang dan makan lagi . mi nya tebal dan kenyal . enak .",1
7493,kami sekeluarga mampir di parit sea makanan . pesan kepiting pedas ala chili crab sungapore enaklah juga pesan udang gala bakar dan gurame goreng . semuanya oke enak .,1
19746,hahahaha,1
9708,kebanyakan orang iri dengan keberhasilan orang lain,-1
5488,"the kios itu isi nya macam-macam stall dengan nama ternama yang dikumpulkan jadi satu , yang biasa dimakan sih nasi liwet atau sate tempat nya di braga remang-remang dan banyak nyamuk jadi nya , coba diterangkan dikit tidak usah remang-remang lampu nya makanan standar saja rasanya , mahal iya = d",1
21815,askmf ayo guys dukung mereka juga di asian para games nanti mereka sangat2 membutuhkan dukungan mrk sama sprti atlet ,1
23170,member ramai deh bertukar geng anti vaksin sjak covid taksub konspirasi haha,-1
10792,"restauran alas daun ini adalah pilihan keluarga saya untuk makan siang . kenapa ? selain harga nya yang murah rasanya juga dijamin top ! suasana tempat makan ini setiap saya ku njungi selalu ramai , apa lagi kalau liburan pasti daftar tunggu . keluarga saya memang paling suka makan makanan khas sunda , maklum lidah indonesia hehe kalian bisa memilih menu yang kalian suka .",1
10561,"plaza hotel semarang , pantas mahal . , fasilitas nya luar biasa . , tidak mengecewakan eh",1
7265,positif 1 . makanan eropa nya mantap . porsi besar . rasa enak 2 . pemandangan bandung malam . bagus 3 . lokasi gampang ditemui . tidak terlalu jauh negatif : 1 . parkir terbatas 2 . harga menengah ke atas,1
5932,rose floewer restorant . krpiting saus padang nya no. 1 di bandung . dan banyak lagi yang enak-enak : seperti : kang - kung hot plate . ayam nan king .,1
3910,"suasana tenang berubah jadi tidak nyaman ketika seorang wanita menegur mobil vendor dengan nada tinggi dan keras di depan para tamu yang sedang makan , lalu seorang tamu menegur wanita tersebut karena merasa terganggu dengan omongan wanita tadi , bukan meminta maaf karena telah mengganggu tamu yang sedang makan tetapi dia malah mengaku sebagai pemilik restoran dengan tatapan sinis .",-1
40,"waktu itu ke sini pesan nasi goreng dan kentang goreng , nasi goreng nya semua suka . kentang goreng nya enak banget , dan presentasi nya bagus . keluarga bilang kopi nya enak . hal yang sangat baik di sini adalah tempat nya luas dan yang di luar bisa lihat pemandangan dusun bambu , tapi pelayanan nya tidak cepat sehingga saya harus bertanya beberapa kali tentang pesanan saya . harga nya cukup mahal , namun karena makanan nya enak semua jadi terbayarkan . tidak perlu pikir dua kali jika mau ke tempat ini lagi .",1
2333,"sudah hampir 5 tahun , itu si ganjar mengapaen saja sih ? kok bisa banjir begini ?",-1
23428,baca anti vaksin je anti covid,-1
14115,kenapalah aku kena duduk depan drama queen ni urghhhh ,-1
3113,"ketika saya bermalam di padama selama tiga malam , saya merakan sarapan yang unik , karena di kelilingi dengan suasana alama , pepohonan dan udara sejuk pegunungan . makan jadi enak dengan suasana demikian . makanan disediakan makanan khas lokal maupun internasional .",1
8043,driver-driver semakin tidak profesional .,-1
22765,Relawan merasa betah di Lombok karena warga menerima mereka dg baik menyuguhi mereka berbagai makanan yg bisa mereka buat ,1
10594,ini pertanda bahwa partai demokrat itu sama sekali tidak peduli dengan suara hati umat islam .,-1
17616,misalkan beneran terlaksana dua2nya aku ga paham nih ,-1
6757,"itulah kata-kata yang bisa menggambarkan . seuhahh . jangarr . ajip . karena sambal khas karmila nya itu lho bikin segar ke otak dengan ke mata . harga nya juga murah meriah lagi , cocok buat kalian yang mau makan keluarga atau pasangan . nasi nya boleh dicoba yang nasi hainan plus ayam goreng dengan kulit goreng nya yang kriuk-kriuk . rekomendasi sekalilah 1 resto ini kalau di bandung .",1
5293,"dari segi lokasi bisa dikatakan cukup strategis , berada tepat di seberang jalan raya . tempat nya bisa dikatakan biasa saja . menu cukup bervariasi , menu lebih cenderung ke mi-mi an , roti , kopi dll. saya kali ini pesan menu indomie saos telur asin yang kuah atau direbus , ice jeruk dan sajian penutup vanilla treasure . dari segi rasa cukup lumayan enak .",1
7730,"jika anda punya waktu terbatas dan ingin menghindari jalanan bandung yang macet , anda bisa datang ke the kiosk dan menikmati berbagai makanan bandung terkenal dan enak , semua di ku mpulkan di sini .",1
887,"sudah beberapa kali ke sini , tetapi tidak pernah bosan dengan suasana yang romantis , tenang , like pribadi resto . dari makanan endus , pelayanan oke punya . direkomendasikan to visit here",1
7226,"saya datang semalam , 12 maret 2016 . pertama kalinya saya datang ke situ . dan tempat nya benar-benar keren . tidak salah deh kalau saya direkomendasikan banget lawang wangi sebagai salah satu destinasi yang wajib dikunjungi kalau ke bandung . dan yang tidak kalah penting nya nih . pelayanan nya oke banget . 2 jempol masih kurang deh untuk menejemen lawang wangi . ramah cepat dan sangat oke banget deh buat mereka semua .",1
11124,"kang , saya apresiasi dengan trotoar di kircon - binong bagus , semoga selanjutnya fungsi nya tidak untuk berdagang terima kasih",1
13033,yang tau aku ya cuma aku sendiri sama tuhan jadi jangan pernah ngejudge seenaknya ,1
13437,kenapa aku jenis reply chat orang cepat nak mampus sedangkan orang tu lepas sejam baru dia reply and aku boleh terima de ,-1
23116,vaksin tergesagesa kompleks persepsi masyarakat komunikasinya kurangbaik kejadian kayak undang undang cipta kerja jokowi,-1
10311,"bakso nya enak buat di makan , tempat bersih penyajian makanan bakso yang menurut saya beda . enak banget deh",1
7073,"madtari adalah salah satu tempat makan yang buka 24 jam dan seperti biasanya , tempat nongkrong 24 jam sering sekali menyediakan mi instan dan roti bakar . mi instan ini diberi topping keju yang super banyak . boleh dicoba sekali yang satu ini .",1
12650,aku mungkin luaran nampak happy go lucky sentiasa tersenyum dgn orang sekeliling friendly gelak ketawa sampai berdekah a ,1
118,"ini si monyet bawah gua , nama nya saja anonim pengecut pakai simbol , bisa nya cuma mengatakan orang , memang hidup situ benar anjing ? nama saja tidak berani sebut , malu ya mending apa takut ?",-1
7346,kecewa dengan pelayanan nya . menunggu 3 makanan dengan waktu hampir 1 jam . sangat kecewa dan tidak akan datang lagi untuk ke 2 kali nya,-1
1975,"resto ini belum lama dibuka di bandung , pemilik nya pasangan nirina zubir ernest . begitu masuk terasa banget suasana homy dan nyaman nya . enak buat makan bareng keluarga atau teman . staf nya juga ramah . karena kami datang dengan keluarga , mereka tanya apakah akan pesan individu atau berbagi . dan kasih masukan yang menarik . harga ribs atau steak nya kisaran 125 ribu - 350 ribu an . tapi porsi nya cukup besar juga .",1
14173,alasan paling cliche aku pernah dengar dari mulut seorang wanita adalah 'saya dah banyak sakitkan hati awak dan tak sanggup ,-1
12552,tapi aku tgok lelaki asia pun mostly lpas kawin badan naik dan boroi ,-1
23379,nih dikirim gc big fam gue percaya covid orang orang manfaatin situasi politik vaksin tbh gue ngeri ngerinya tuh pas divaksin eh munculin penyakit,-1
23422,pemerintah gila keuntungan pribadi berpikir logika bersikukuh membeli vaksin covid negara kayak raya beli sebap vaksin valid kali korban php vaksin hemmmm mm sok kayak,-1
345,"halo kali ini saya akan mencoba mencicipi makan di bebek garang jalan braga , bandung , west java , indonesia . suasana restoran nya cukup nyaman , pelayanan nya sangat baik , dan makanan nya sangat enak dan lezat sekali . sambal nya mantap sekali pedas nya , nikmat . saya sangat merekomendasikan untuk mencoba makan di bebek garang ini , harga terjangkau . mari selamat makan bebek garang .",1
612,"dari pertama kali ke sini waktu kuliah , tidak pernah ketinggalan untuk mampir kalau ada waktu ke bandung . makan nya nasi liwet ada yang porsi per 2 atau 4 . tempe mendoan nya mantap . dan tempat nya nyaman benar . tidak menyesal de",1
10447,"tempat nya nyaman , ruangan nya besar , menu nya cukup variatif , dapat gratis kerupuk selagi menunggu pesanan",1
13405,dan hendaklah mereka memaafkan dan berlapang dada apakah kamu tidak suka bahwa allah mengampunimu dan allah ma ,1
897,"semua makana nya serba babi dengan berbagai macam kombinasi dengan rasa yang enak , dengan minuman yang menyegarkan cocok until makan pagi siang dan malam dengan suasa ruangan ala kafe",1
1203,suasana nya ramai saya pas berbuka puasa datang nya . pelayanan nya ramah menghilangkan masakan yang di hangat kan pun tidak terlalu lama . direkomendasikan bagi pecinta kuliner sunda yang cepat saji . selamat menikmati,1
7472,"nasi goreng bistik aa dengan rasanya yang nikmat banget . buat kamu pecinta nasi goreng . ini layak dicoba , rasanya bikin ketagihan dan ketagihan lagi . waktu pesan juga banyak yang mengantre , memang top ini nasi goreng . apa lagi dekat rumah saya jadi saya bisa tiap hari coba nasi goreng ini . nikmat banget deh !",1
3358,siapa lagi kalau tidak pak jokowi dengan cak imin sebagai represantasi nahdhiyyin dan kader terbaik nu yang menjadi ketua partai . duet dahsat . awal kebangkitan nusantara dimulai dari nahdiyykan dan dan sionalis . semoga berkah untuk indonesia,1
15657,ya allahayang kamu kok ganteng banget ' ,1
1,"lokasi strategis di jalan sumatera bandung . tempat nya nyaman terutama sofa di lantai 2 . paella nya enak , sangat pas dimakan dengan minum bir dingin . appetiser nya juga enak-enak .",1
13671,aku ingin ngecat kamar warna tango bubble gum ,1
18758,kuserahkan semuanya pada waktu agar kita bisa bersatu dan untuk saling mencintai ,1
11833,"kami datang dalam rombongan 53org dalam rangka whole day trip 86th birthday party celebration mertua saya , dan telah reservasi beberapa hari sebelumnya untuk makan siang jam 12.30 . makanan yang kami pilih adalah paket nyiru dengan cara penyajian prasmanan . tempat yang dipilihkan untuk kami cukup cantik dan tertata indah dengan privasi yang terjaga . hidangan juga cukup lezat .",1
4093,the peak merupakan tempat yang cocok untuk makan malam bersama pasangan dan keluarga dengan makanan yang cukup enak dan pemandangan yang bagus . suasana nya juga baik dengan hiasan klasik dari pojok sampai pintu masuk nya . namun sepertinya makanan nya sedikit overprice dan penyajian nya juga tergolong agak lama .,-1
21292,10 pesan bijak pagi ini 1 yang lebih baik daripada moving on adalah moving up yang lebih kuat daripada m ,1
7431,ac naikkan masih baru tapi panas aduh,-1
9897,"pada tanggal 24 des 17 jam 9.55 wita saya dapat telepon dari telkom dengan nomor 021 1500755 telp ke nomor saya 085249682353 tentang penawaran produk dari kecepatan 10 mbps ke 20 mbps dengan biaya 100 ribu perjanjian nanti akan ditelpon lagi pada tanggal 2 januari 2018 sampai serang tidak ada , payah",-1
8453,"ini tempat nya bagus , enak tapi mahal . hehehe romantis pula di sini . __laugh__ . bagus sekali-kali ke sana",1
818,"di stasiun belakang , di terminal yang banyak angkot nya , tidak susah untuk menemukan tempat makan ini . sate akan dibuat begitu kita pesan . diiris dari potongan daging yang masih segar dan langsung dibakar . daging nya empuk dan gurih . tanpa bumbu pun sudah enak , apalagi kalau dicocol ke bumbu nya .",1
18940,mau juga dong ,1
2945,"kemarin di online shop melihat jaket bagus model nya , pas barang nya sampai juga bagus sekali kualitas nya",1
4394,"yang beli produk sebab semua orang cakap terbaik , kemudian kecewa sebab tak dapat kesan yang sama itu boleh dicoba lagi produk lain .",-1
20388,yang mukulin ibu mungkin banci berani nya sama perempuan berita duka untuk keluargaemproelers ,-1
20258,mantap,1
5765,presiden dan dpp pks saja dilawan fahri dan keok . sekarang mau ngetest kpk . hebat kamu fahri . dasar bajingan dpr,-1
2088,"pilihan rasa ice cream nya unik , rasa sayuran . untuk harga relatif murah , saya pesan waktu itu kue cubit sarang laba-laba dengan 2 scoop ice cream , 2 topping , 1 sauce cuma 28k . ice cream green tea nya enak banget . rekomendasi ! pelayanan nya juga bagus , ramah-ramah , dan mereka kasih gratis makanan ringan sambil menunggu pesanan nya datang .",1
5091,"tempat nya tidak begitu besar , tapi cukup nyaman . menu di sini macam-macam bakso dan mi . saya memesan mi yamin asin dengan bakso pedas ditambah satu mangkok ceker . sedangkan suami memesan mi yamin hijau dengan bakso . secara keseluruhan baik rasa mie nya enak , gurih nya terasa . bakso di sini khas dengan macam-macam isi di dalam nya , bakso pedas berukuran besar dengan irisan cabe rawit di dalam nya .",1
18114,setelah sy nonton g30s pki tdk ada manfaatnya bagi rakyat indonesia hanya membangunkan rasa dendam antar anak bangsa ,-1
12082,dasar bicara lo tong kosong nyaring bunyi nya . kerjaan nya goceng melulu . otak udang ngomong nya sembarangan .,-1
2604,"golden monkey selalu menjadi pilihan tempat nongkrong alternatif bagi saya . kafe ini menawarkan berbagai macam jenis makanan mulai dari pasta , pizza , hingga masakan indonesia ataupun hanya sekedar makanan ringan . pilihan minuman yang ditawarkan sangat beragam mulai dari juice , olahan soda , berbagai jenis teh , bir , hingga minuman beralkohol lainnya . berlokasi di jalan dago , sangat strategis , dan yang paling penting adalah harga nya yang sangat bersahabat .",1
23325,tidaksetuju vaksin dipakai menerus dipakai sertifikasi digital ditangan tatto obat covid warga ri menolak divaksin corona negara gencar edukasi masyarakat,-1
6811,"shin men merek restoran jepang yang paling sering saya ku njungi di bandung . selain memiliki cabang di mal-mal paling dikenal di bandung , shin men juga menyediakan desain yang cukup keren . rasa makanan nya juga oke banget . chicken teriyaki donburi dan spicy chicken adlah favorit ku . ramen nya juga enak banget .",1
17829,12 08 gunakan jalur sesuai ketentuan jangan melawan arus krn rawan kecelakaan kesadaran kita keselamatan semua ,1
19973,semangat yah pak insaallah diberikan jalan yang terbaik ,1
2457,terpesona,1
8957,"akhir agustus lalu , saya pertama kalinya datang ke paskal makanan pasar ini . saat itu malam minggu dan suasana cukup padat . sebaiknya ketika kita datang , langsung mencari tempat dahulu mengingat penuh sesak nya pengunjung . ada beragam penjual makanan berat maupun hanya sekadar jajanan di sini . harga nya pun cukup bervariasi dan terjangkau . saat itu saya makan tahu gejrot dan kue apa .",1
